original,checked,lemma,path,dictionary
bonito,bonito,bonito,['./datasets/spread_the_sign/videos/bonito.mp4'],SpreadTheSign
erro fatal,erro fatal,erro,['./datasets/spread_the_sign/videos/erro fatal.mp4'],SpreadTheSign
ensopado de carne de bovina,ensopado de carne de bovina,ensopar,['./datasets/spread_the_sign/videos/ensopado de carne de bovina.mp4'],SpreadTheSign
ideia genial,ideia genial,ideia,['./datasets/spread_the_sign/videos/ideia genial.mp4'],SpreadTheSign
centro de acolhimento de crianças,centro de acolhimento de crianças,Centro,['./datasets/spread_the_sign/videos/centro de acolhimento de crianças.mp4'],SpreadTheSign
cavalo,cavalo,cavalo,['./datasets/spread_the_sign/videos/cavalo.mp4'],SpreadTheSign
educação de adultos,educação de adultos,Educação,['./datasets/spread_the_sign/videos/educação de adultos.mp4'],SpreadTheSign
gosto,gosto,gostar,['./datasets/spread_the_sign/videos/gosto.mp4'],SpreadTheSign
empacotar,empacotar,empacotar,['./datasets/spread_the_sign/videos/Empacotar.mp4'],SpreadTheSign
banner,banner,Banner,['./datasets/spread_the_sign/videos/banner.mp4'],SpreadTheSign
polícia,polícia,polícia,['./datasets/spread_the_sign/videos/polícia.mp4'],SpreadTheSign
óculos de sol,óculos de sol,óculos,['./datasets/spread_the_sign/videos/óculos de sol.mp4'],SpreadTheSign
mesa gráfica,mesa gráfica,mesa,['./datasets/spread_the_sign/videos/mesa gráfica.mp4'],SpreadTheSign
teatro,teatro,teatro,['./datasets/spread_the_sign/videos/teatro.mp4'],SpreadTheSign
publicidade,publicidade,publicidade,['./datasets/spread_the_sign/videos/publicidade.mp4'],SpreadTheSign
crédito,crédito,crédito,['./datasets/spread_the_sign/videos/crédito.mp4'],SpreadTheSign
esponja,esponja,esponja,['./datasets/spread_the_sign/videos/esponja.mp4'],SpreadTheSign
bilhar,bilhar,bilhar,['./datasets/spread_the_sign/videos/bilhar.mp4'],SpreadTheSign
ligação condutora,ligação condutora,ligação,['./datasets/spread_the_sign/videos/ligação condutora.mp4'],SpreadTheSign
50,50,50,['./datasets/spread_the_sign/videos/50.mp4'],SpreadTheSign
vinho seco,vinho seco,vinho,['./datasets/spread_the_sign/videos/vinho seco.mp4'],SpreadTheSign
treinamento preparatório,treinamento preparatório,treinamento,['./datasets/spread_the_sign/videos/treinamento preparatório.mp4'],SpreadTheSign
campeonato do mundo,campeonato do mundo,campeonato,['./datasets/spread_the_sign/videos/campeonato do mundo.mp4'],SpreadTheSign
honesto,honesto,honesto,['./datasets/spread_the_sign/videos/honesto.mp4'],SpreadTheSign
imaginação,imaginação,imaginação,['./datasets/spread_the_sign/videos/Imaginação.mp4'],SpreadTheSign
derreter,derreter,derreter,['./datasets/spread_the_sign/videos/derreter.mp4'],SpreadTheSign
orquestra,orquestra,orquestro,['./datasets/spread_the_sign/videos/orquestra.mp4'],SpreadTheSign
tenda,tenda,tenda,['./datasets/spread_the_sign/videos/Tenda.mp4'],SpreadTheSign
buscar ou pesquisar na rede,buscar ou pesquisar na rede,buscar,['./datasets/spread_the_sign/videos/buscar ou pesquisar na rede.mp4'],SpreadTheSign
decorar,decorar,decorar,['./datasets/spread_the_sign/videos/decorar.mp4'],SpreadTheSign
instalação,instalação,instalação,['./datasets/spread_the_sign/videos/instalação.mp4'],SpreadTheSign
eternidade,eternidade,eternidade,['./datasets/spread_the_sign/videos/eternidade.mp4'],SpreadTheSign
concordar,concordar,concordar,['./datasets/spread_the_sign/videos/concordar.mp4'],SpreadTheSign
espectáculo,espectáculo,espectáculo,['./datasets/spread_the_sign/videos/espectáculo.mp4'],SpreadTheSign
mulher,mulher,mulher,['./datasets/spread_the_sign/videos/mulher.mp4'],SpreadTheSign
nublado,nublado,nublar,['./datasets/spread_the_sign/videos/nublado.mp4'],SpreadTheSign
freio,freio,freio,['./datasets/spread_the_sign/videos/Freio.mp4'],SpreadTheSign
guarda chuva,guarda chuva,guardar,['./datasets/spread_the_sign/videos/guarda-chuva.mp4'],SpreadTheSign
emoção,emoção,emoção,['./datasets/spread_the_sign/videos/emoção.mp4'],SpreadTheSign
g,g,g,['./datasets/spread_the_sign/videos/3G.mp4'],SpreadTheSign
maravilha,maravilha,maravilha,['./datasets/spread_the_sign/videos/maravilha.mp4'],SpreadTheSign
habilidade,habilidade,habilidade,['./datasets/spread_the_sign/videos/habilidade.mp4'],SpreadTheSign
datilografar,datilografar,datilografar,['./datasets/spread_the_sign/videos/datilografar.mp4'],SpreadTheSign
exaustar,exaustar,exaustar,['./datasets/spread_the_sign/videos/Exaustar.mp4'],SpreadTheSign
toalha de praia,toalha de praia,toalha,['./datasets/spread_the_sign/videos/toalha de praia.mp4'],SpreadTheSign
importar,importar,importar,['./datasets/spread_the_sign/videos/importar.mp4'],SpreadTheSign
pescoço,pescoço,pescoço,['./datasets/spread_the_sign/videos/pescoço.mp4'],SpreadTheSign
devorar,devorar,devorar,['./datasets/spread_the_sign/videos/devorar.mp4'],SpreadTheSign
ovo bem cozido,ovo bem cozido,ovo,['./datasets/spread_the_sign/videos/ovo bem cozido.mp4'],SpreadTheSign
tossir,tossir,tossir,['./datasets/spread_the_sign/videos/tossir.mp4'],SpreadTheSign
cartão de marcação,cartão de marcação,cartão,['./datasets/spread_the_sign/videos/Cartão de marcação.mp4'],SpreadTheSign
variado,variado,variar,['./datasets/spread_the_sign/videos/variado.mp4'],SpreadTheSign
fogão,fogão,fogão,['./datasets/spread_the_sign/videos/fogão.mp4'],SpreadTheSign
cómico,cómico,cómico,['./datasets/spread_the_sign/videos/cómico.mp4'],SpreadTheSign
testes de avaliação nacional,testes de avaliação nacional,teste,['./datasets/spread_the_sign/videos/testes de avaliação nacional.mp4'],SpreadTheSign
chefe de cozinha,chefe de cozinha,chefe,['./datasets/spread_the_sign/videos/chefe de cozinha.mp4'],SpreadTheSign
argentina,argentina,argentina,['./datasets/spread_the_sign/videos/Argentina.mp4'],SpreadTheSign
carrossel,carrossel,carrossel,['./datasets/spread_the_sign/videos/carrossel.mp4'],SpreadTheSign
anestesia geral,anestesia geral,anestesia,['./datasets/spread_the_sign/videos/anestesia geral.mp4'],SpreadTheSign
visita turística,visita turística,visita,['./datasets/spread_the_sign/videos/Visita turística.mp4'],SpreadTheSign
condutora,condutora,condutor,['./datasets/spread_the_sign/videos/condutora.mp4'],SpreadTheSign
toxicodependente,toxicodependente,toxicodependente,['./datasets/spread_the_sign/videos/toxicodependente.mp4'],SpreadTheSign
pinguim,pinguim,pinguim,['./datasets/spread_the_sign/videos/pinguim.mp4'],SpreadTheSign
campo,campo,Campo,['./datasets/spread_the_sign/videos/campo.mp4'],SpreadTheSign
bobo,bobo,bobo,['./datasets/spread_the_sign/videos/Bobo.mp4'],SpreadTheSign
corda estática,corda estática,corda,['./datasets/spread_the_sign/videos/corda estática.mp4'],SpreadTheSign
www,www,www,['./datasets/spread_the_sign/videos/www.mp4'],SpreadTheSign
turismo,turismo,turismo,['./datasets/spread_the_sign/videos/turismo.mp4'],SpreadTheSign
dúzia,dúzia,dúzia,['./datasets/spread_the_sign/videos/dúzia.mp4'],SpreadTheSign
pântano,pântano,pântano,['./datasets/spread_the_sign/videos/Pântano.mp4'],SpreadTheSign
direcionar,direcionar,direcionar,['./datasets/spread_the_sign/videos/direcionar.mp4'],SpreadTheSign
odontologia,odontologia,odontologia,['./datasets/spread_the_sign/videos/Odontologia.mp4'],SpreadTheSign
tempo atmosférico,tempo atmosférico,tempo,['./datasets/spread_the_sign/videos/tempo atmosférico.mp4'],SpreadTheSign
nevoeiro,nevoeiro,nevoeiro,['./datasets/spread_the_sign/videos/nevoeiro.mp4'],SpreadTheSign
olá,olá,olá,['./datasets/spread_the_sign/videos/olá.mp4'],SpreadTheSign
museu ao ar livre,museu ao ar livre,museu,['./datasets/spread_the_sign/videos/museu ao ar livre.mp4'],SpreadTheSign
panela com cabo,panela com cabo,panela,['./datasets/spread_the_sign/videos/panela com cabo.mp4'],SpreadTheSign
revolução,revolução,revolução,['./datasets/spread_the_sign/videos/Revolução.mp4'],SpreadTheSign
faixa de pedestre,faixa de pedestre,faixa,['./datasets/spread_the_sign/videos/faixa de pedestre.mp4'],SpreadTheSign
cebola,cebola,Cebola,['./datasets/spread_the_sign/videos/cebola.mp4'],SpreadTheSign
ponto de táxi,ponto de táxi,ponto,['./datasets/spread_the_sign/videos/Ponto de táxi.mp4'],SpreadTheSign
revestimento plástico,revestimento plástico,revestimento,['./datasets/spread_the_sign/videos/revestimento plástico.mp4'],SpreadTheSign
tarefa,tarefa,tarefa,['./datasets/spread_the_sign/videos/tarefa.mp4'],SpreadTheSign
pode aconselhar um hotel que não seja muito caro interrogacao,pode aconselhar um hotel que não seja muito caro interrogação,poder,['./datasets/spread_the_sign/videos/Pode aconselhar um hotel que não seja muito caro_interrogacao_.mp4'],SpreadTheSign
notas,notas,nota,['./datasets/spread_the_sign/videos/notas.mp4'],SpreadTheSign
parvo,parvo,parvo,['./datasets/spread_the_sign/videos/parvo.mp4'],SpreadTheSign
vibração,vibração,vibração,['./datasets/spread_the_sign/videos/Vibração.mp4'],SpreadTheSign
triste,triste,tristir,['./datasets/spread_the_sign/videos/triste.mp4'],SpreadTheSign
evacuar,evacuar,evacuar,['./datasets/spread_the_sign/videos/evacuar.mp4'],SpreadTheSign
escovar os dentes,escovar os dentes,escovar,['./datasets/spread_the_sign/videos/escovar os dentes.mp4'],SpreadTheSign
fio de cabelo,fio de cabelo,fio,['./datasets/spread_the_sign/videos/fio de cabelo.mp4'],SpreadTheSign
esgrima,esgrima,esgrimo,['./datasets/spread_the_sign/videos/esgrima.mp4'],SpreadTheSign
problemas de aprendizagem,problemas de aprendizagem,problema,['./datasets/spread_the_sign/videos/problemas de aprendizagem.mp4'],SpreadTheSign
mal cheiroso,mal cheiroso,mal,['./datasets/spread_the_sign/videos/mal cheiroso.mp4'],SpreadTheSign
borracha,borracha,borrachar,['./datasets/spread_the_sign/videos/borracha.mp4'],SpreadTheSign
copa da árvore,copa da árvore,copa,['./datasets/spread_the_sign/videos/copa da árvore.mp4'],SpreadTheSign
aproveitar,aproveitar,aproveitar,['./datasets/spread_the_sign/videos/aproveitar.mp4'],SpreadTheSign
cimento de alvenaria,cimento de alvenaria,cimento,['./datasets/spread_the_sign/videos/cimento de alvenaria.mp4'],SpreadTheSign
boca de fogão,boca de fogão,boca,['./datasets/spread_the_sign/videos/boca de fogão.mp4'],SpreadTheSign
diesel,diesel,diesel,['./datasets/spread_the_sign/videos/diesel.mp4'],SpreadTheSign
fita isoladora,fita isoladora,fito,['./datasets/spread_the_sign/videos/fita isoladora.mp4'],SpreadTheSign
submergir,submergir,submergir,['./datasets/spread_the_sign/videos/submergir.mp4'],SpreadTheSign
carta de admissão,carta de admissão,carta,['./datasets/spread_the_sign/videos/carta de admissão.mp4'],SpreadTheSign
comportar se,comportar se,comportar,['./datasets/spread_the_sign/videos/comportar-se.mp4'],SpreadTheSign
doença mental,doença mental,doença,['./datasets/spread_the_sign/videos/doença mental.mp4'],SpreadTheSign
clínica,clínica,clínico,['./datasets/spread_the_sign/videos/clínica.mp4'],SpreadTheSign
68,68,68,['./datasets/spread_the_sign/videos/68.mp4'],SpreadTheSign
sexo,sexo,sexo,['./datasets/spread_the_sign/videos/sexo.mp4'],SpreadTheSign
óleo,óleo,óleo,['./datasets/spread_the_sign/videos/óleo.mp4'],SpreadTheSign
geleia,geléia,geleia,['./datasets/spread_the_sign/videos/geleia.mp4'],SpreadTheSign
giz,giz,giz,['./datasets/spread_the_sign/videos/giz.mp4'],SpreadTheSign
estouro (pneu),estouro (pneu),estouro,['./datasets/spread_the_sign/videos/estouro (pneu).mp4'],SpreadTheSign
brilhante,brilhante,brilhante,['./datasets/spread_the_sign/videos/Brilhante.mp4'],SpreadTheSign
ensopado,ensopado,ensopar,['./datasets/spread_the_sign/videos/ensopado.mp4'],SpreadTheSign
cadeira de rodas,cadeira de rodas,cadeira,['./datasets/spread_the_sign/videos/cadeira de rodas.mp4'],SpreadTheSign
escultor,escultor,escultor,['./datasets/spread_the_sign/videos/escultor.mp4'],SpreadTheSign
vassoura leque,vassoura leque,vassoura,['./datasets/spread_the_sign/videos/vassoura leque.mp4'],SpreadTheSign
esquerda,esquerda,esquerdar,['./datasets/spread_the_sign/videos/esquerda.mp4'],SpreadTheSign
antibiótico,antibiótico,antibiótico,['./datasets/spread_the_sign/videos/antibiótico.mp4'],SpreadTheSign
caminhada,caminhada,caminhar,['./datasets/spread_the_sign/videos/caminhada.mp4'],SpreadTheSign
você perguntou a ele interrogacao,você perguntou a ele interrogação,você,['./datasets/spread_the_sign/videos/Você perguntou a ele_interrogacao_.mp4'],SpreadTheSign
o quê,o quê,o,['./datasets/spread_the_sign/videos/o quê.mp4'],SpreadTheSign
parede de tijolo,parede de tijolo,parede,['./datasets/spread_the_sign/videos/Parede de tijolo.mp4'],SpreadTheSign
touca de banho,touca de banho,touca,['./datasets/spread_the_sign/videos/touca de banho.mp4'],SpreadTheSign
apresentação de slides,apresentação de slides,apresentação,['./datasets/spread_the_sign/videos/apresentação de slides.mp4'],SpreadTheSign
crescer,crescer,crescer,['./datasets/spread_the_sign/videos/crescer.mp4'],SpreadTheSign
pedal,pedal,pedal,['./datasets/spread_the_sign/videos/pedal.mp4'],SpreadTheSign
cárie nos dentes,cárie nos dentes,cárie,['./datasets/spread_the_sign/videos/cárie nos dentes.mp4'],SpreadTheSign
corar,corar,corar,['./datasets/spread_the_sign/videos/Corar.mp4'],SpreadTheSign
cabo elétrico,cabo elétrico,cabo,['./datasets/spread_the_sign/videos/cabo elétrico.mp4'],SpreadTheSign
garfo,garfo,garfo,['./datasets/spread_the_sign/videos/garfo.mp4'],SpreadTheSign
candidatura à faculdade,candidatura à faculdade,candidatura,['./datasets/spread_the_sign/videos/candidatura à faculdade.mp4'],SpreadTheSign
recepção,recepção,recepção,['./datasets/spread_the_sign/videos/recepção.mp4'],SpreadTheSign
educação especializada,educação especializada,educação,['./datasets/spread_the_sign/videos/educação especializada.mp4'],SpreadTheSign
stress,stress,stress,['./datasets/spread_the_sign/videos/stress.mp4'],SpreadTheSign
campo de futebol,campo de futebol,Campo,['./datasets/spread_the_sign/videos/campo de futebol.mp4'],SpreadTheSign
taxinha,taxinha,taxinha,['./datasets/spread_the_sign/videos/Taxinha.mp4'],SpreadTheSign
julho,julho,julho,['./datasets/spread_the_sign/videos/Julho.mp4'],SpreadTheSign
educação pré escolar,educação pré escolar,educação,['./datasets/spread_the_sign/videos/educação pré-escolar.mp4'],SpreadTheSign
encadernação,encadernação,encadernação,['./datasets/spread_the_sign/videos/encadernação.mp4'],SpreadTheSign
normalização,normalização,normalização,['./datasets/spread_the_sign/videos/normalização.mp4'],SpreadTheSign
contribuir,contribuir,contribuir,['./datasets/spread_the_sign/videos/contribuir.mp4'],SpreadTheSign
régua,régua,réguo,['./datasets/spread_the_sign/videos/régua.mp4'],SpreadTheSign
coar,coar,coar,['./datasets/spread_the_sign/videos/coar.mp4'],SpreadTheSign
lugar de estacionamento,lugar de estacionamento,lugar,['./datasets/spread_the_sign/videos/Lugar de estacionamento.mp4'],SpreadTheSign
mais tarde,mais tarde,mais,['./datasets/spread_the_sign/videos/mais tarde.mp4'],SpreadTheSign
barco,barco,barco,['./datasets/spread_the_sign/videos/barco.mp4'],SpreadTheSign
sem barreiras,sem barreiras,sem,['./datasets/spread_the_sign/videos/Sem barreiras.mp4'],SpreadTheSign
carne de peru,carne de peru,carne,['./datasets/spread_the_sign/videos/carne de peru.mp4'],SpreadTheSign
boca,boca,bocar,['./datasets/spread_the_sign/videos/boca.mp4'],SpreadTheSign
colegiado,colegiado,colegiar,['./datasets/spread_the_sign/videos/colegiado.mp4'],SpreadTheSign
estender,estender,estender,['./datasets/spread_the_sign/videos/estender.mp4'],SpreadTheSign
ter esperança,ter esperança,ter,['./datasets/spread_the_sign/videos/ter esperança.mp4'],SpreadTheSign
carro de três ou cinco portas,carro de três ou cinco portas,carro,['./datasets/spread_the_sign/videos/carro de três ou cinco portas.mp4'],SpreadTheSign
bicicleta,bicicleta,bicicleta,['./datasets/spread_the_sign/videos/Bicicleta.mp4'],SpreadTheSign
desanimar,desanimar,desanimar,['./datasets/spread_the_sign/videos/desanimar.mp4'],SpreadTheSign
durante,durante,durante,['./datasets/spread_the_sign/videos/durante.mp4'],SpreadTheSign
registro de pessoas ou objetos,registro de pessoas ou objetos,registro,['./datasets/spread_the_sign/videos/registro de pessoas ou objetos.mp4'],SpreadTheSign
frente fria,frente fria,frente,['./datasets/spread_the_sign/videos/frente fria.mp4'],SpreadTheSign
tema,tema,tema,['./datasets/spread_the_sign/videos/tema.mp4'],SpreadTheSign
raposa,raposa,raposo,['./datasets/spread_the_sign/videos/raposa.mp4'],SpreadTheSign
cadeira auto para crianças,cadeira auto pará crianças,cadeira,['./datasets/spread_the_sign/videos/cadeira auto para crianças.mp4'],SpreadTheSign
consciência,consciência,consciência,['./datasets/spread_the_sign/videos/consciência.mp4'],SpreadTheSign
educar,educar,educar,['./datasets/spread_the_sign/videos/educar.mp4'],SpreadTheSign
compaixão,compaixão,compaixão,['./datasets/spread_the_sign/videos/compaixão.mp4'],SpreadTheSign
horizonte,horizonte,horizonte,['./datasets/spread_the_sign/videos/horizonte.mp4'],SpreadTheSign
vir,vir,vir,['./datasets/spread_the_sign/videos/vir.mp4'],SpreadTheSign
casaco,casaco,casaco,['./datasets/spread_the_sign/videos/Casaco.mp4'],SpreadTheSign
calções de banho,calções de banho,calção,['./datasets/spread_the_sign/videos/calções de banho.mp4'],SpreadTheSign
querido,querido,querido,['./datasets/spread_the_sign/videos/querido.mp4'],SpreadTheSign
onde esta o seu namorado interrogacao,onde esta o seu namorado interrogação,onde,['./datasets/spread_the_sign/videos/Onde esta o seu namorado_interrogacao_.mp4'],SpreadTheSign
leitor de mp,leitor de mp,leitor,['./datasets/spread_the_sign/videos/leitor de mp3.mp4'],SpreadTheSign
65,65,65,['./datasets/spread_the_sign/videos/65.mp4'],SpreadTheSign
único,único,único,['./datasets/spread_the_sign/videos/único.mp4'],SpreadTheSign
fotomontagem,fotomontagem,fotomontagem,['./datasets/spread_the_sign/videos/fotomontagem.mp4'],SpreadTheSign
batata frita,batata frita,batata,['./datasets/spread_the_sign/videos/Batata frita.mp4'],SpreadTheSign
filtro de café,filtro de café,filtro,['./datasets/spread_the_sign/videos/filtro de café.mp4'],SpreadTheSign
respeito,respeito,respeito,['./datasets/spread_the_sign/videos/respeito.mp4'],SpreadTheSign
